program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
026	0x1a480d	ready_for_mba_reduction	139	170	exact_instruction	0x1a4a91	311	covered_synthetic_fallthrough	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100	0xab 0x0 0xe8 0x1 0x51 0x1	0xab	0xe800	0x1e8	0x151	0xab32d299	0xbe6646dd		171	12	1	concrete_successor_edge	
026	0x1a4a9f	ready_for_mba_reduction	140	125	exact_instruction	0x1a4c73	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	0x2b 0x0 0xed 0x7d 0x99 0x0	0x2b	0xed00	0x7ded	0x99	0x573c8030	0x2c440248		43	12	1	concrete_successor_edge	
026	0x1a4c81	ready_for_mba_reduction	141	78	exact_instruction	0x1a4daa	334	covered_synthetic_fallthrough	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100	0xc 0x1 0x4a 0x1c 0xae 0x67	0x10c	0x4a01	0x1c4a	0x67ae	0xc7b5dbf0	0xf45788d1		268	12	1	concrete_successor_edge	
026	0x1a4dbb	ready_for_mba_reduction	142	139	exact_instruction	0x1a4fc9	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	0x17 0x82 0xd3 0x28 0x8e 0x98	0x8217	0xd382	0x28d3	0x988e	0xf6f63987	0x315a75f6		28	12	1	concrete_successor_edge	
026	0x1a4fd7	ready_for_mba_reduction	143	121	exact_instruction	0x1a519e	80	covered_synthetic_fallthrough	+0x4	next = 80@0x88a58:1, ip += +0x4; dispatch_model=static_100	0x9d 0x0 0x2f 0xcf 0x99 0x0	0x9d	0x2f00	0xcf2f	0x99	0xcae3e0b7	0x6d9d3fcd		157	12	1	concrete_successor_edge	
026	0x1a51af	ready_for_mba_reduction	144	72	exact_instruction	0x1a52c0	75	covered_synthetic_fallthrough	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	0x9d 0x0 0x2f 0xcf 0x99 0x0	0x9d	0x2f00	0xcf2f	0x99	0x10c0b4fd	0x10c0b4fd		157	12	1	concrete_successor_edge	
026	0x1a52d0	ready_for_mba_reduction	145	95	exact_instruction	0x1a5438	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	0x94 0x95 0xbc 0x54 0xa 0x3a	0x9594	0xbc95	0x54bc	0x3a0a	0xe9c4abac	0xe9520d9f		43	12	1	concrete_successor_edge	
026	0x1a5446	ready_for_mba_reduction	146	110	exact_instruction	0x1a55ef	145	covered_synthetic_fallthrough	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100	0x12 0x0 0x40 0x5 0x3a 0x14	0x12	0x4000	0x540	0x143a	0x94aab3c5	0x94aab3c5		18	12	1	concrete_successor_edge	
026	0x1a5600	ready_for_mba_reduction	147	107	exact_instruction	0x1a5793	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	0x11 0x86 0xfe 0x38 0x43 0xf	0x8611	0xfe86	0x38fe	0xf43	0x738e24c8	0xb1b72e38		180	12	1	concrete_successor_edge	
026	0x1a57a1	ready_for_mba_reduction	148	121	exact_instruction	0x1a5968	321	covered_synthetic_fallthrough	+0x4	next = 321@0xbb1dd:1, ip += +0x4; dispatch_model=static_100	0x72 0x0 0xdb 0x63 0x8c 0xac	0x72	0xdb00	0x63db	0xac8c	0x75a1a09	0x9d9d599		114	12	1	concrete_successor_edge	
026	0x1a5979	ready_for_mba_reduction	149	72	exact_instruction	0x1a5a8a	316	covered_synthetic_fallthrough	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100	0x51 0x1 0x18 0x98 0x99 0x0	0x151	0x1801	0x9818	0x99	0xfff65fd7	0x4f4d4325		337	12	1	concrete_successor_edge	
026	0x1a5a9a	ready_for_mba_reduction	150	194	exact_instruction	0x1a5d7e	311	covered_synthetic_fallthrough	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100	0xd 0x8d 0x6d 0x0 0x73 0xca	0x8d0d	0x6d8d	0x6d	0xca73	0x4090430	0x12833a14		157	12	1	concrete_successor_edge	
026	0x1a5d8c	ready_for_mba_reduction	151	92	long_branch_forward	0x1a5f3d	165	decoded_control	+0x55	next = table[165], ip += 0x55	0x5b 0x1 0x60 0x30 0x62 0x9	0x15b	0x6001	0x3060	0x962	0x3f067498	0x44020a00		347	12	1	concrete_successor_edge	
